product_id,name,brand,size_text,food_group,stores_sample,current_sub_code,new_sub_code,food_group_corrected,food_group_corrected_prev,new_sub_code_prev,confidence
427335,"Anthon Berg Strawberry in Sparkling Wine, martsipanitäidisega šokolaad 220g",Anthon Berg,220 g,drinks,Prisma,,produce_berries,produce,sweets_snacks,sweets_chocolate_bars,high
4000,"Beer Mail Kriek ale õlu 4,5%vol 330ml",Beer Mail,330 ml,drinks,"Prisma, Selver",,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
40443,Bostavan Pastoral Red Liqueur Wine liköörvein 16%vol 750ml,Bostavan Pastoral,750 ml,drinks,Prisma,,drinks_wine,drinks,drinks,drinks_wine,high
43946,"Fuzetea watermelon-mint jäätee 1,5L",Fuzetea,1.5 l,drinks,"Coop, Prisma",,produce_tropical,produce,drinks,drinks_soft_soda,high
2633,"Hartwall Original Long Drink 5,5%vol 440ml EI TEL",Hartwall Original,440 ml,drinks,Prisma,,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
2397,"Hartwall Original Long Drink 5,5%vol 6x440ml",Hartwall Original,6x440 ml,drinks,"Coop, Prisma",,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
2008,"Hartwall original long drink 5,5%vol muu alkohoolne jook 330ml",Hartwall,330 ml,drinks,"Coop, Prisma, Rimi, Selver",,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
3564,Hartwall original long drink alk.vaba 330ml,Hartwall,330 ml,drinks,"Coop, Prisma, Rimi, Selver",,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
35249,Hartwall original long drink cranberry 330ml,Hartwall,330 ml,drinks,Prisma,,produce_berries,produce,drinks,drinks_beer_cider,high
40185,"Hartwall Original Long Drink Lemonade muu alkohoolne jook 5,5%vol 24x330ml",Hartwall Original,24x330 ml,drinks,Prisma,,produce_tropical,produce,drinks,drinks_beer_cider,high
40944,"Hartwall Original Long Drink Lemonade muu alkohoolne jook 5,5%vol 330ml",Hartwall Original,330 ml,drinks,"Coop, Prisma",,produce_tropical,produce,drinks,drinks_beer_cider,high
4265,"Hartwall Original Long Drink muu alkohoolne jook 5,5%vol 24x330ml",Hartwall Original,24x330 ml,drinks,Prisma,,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
81891,"Hartwall Original Long Drink muu alkohoolne jook 5,5%vol 500 ml",Hartwall Original,500 ml,drinks,Prisma,,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
4154,Hartwall original long drink orange 330ml,Hartwall,330 ml,drinks,"Prisma, Selver",,produce_tropical,produce,drinks,drinks_beer_cider,high
39311,"Hartwall Original Long Drink Pineapple muu alkohoolne jook 5,5%vol 24x330ml",Hartwall Original,24x330 ml,drinks,Prisma,,produce_apples_pears,produce,drinks,drinks_beer_cider,high
3901,"Hartwall Original Long Drink Pineapple muu alkohoolne jook 5,5%vol 330ml",Hartwall Original,330 ml,drinks,Prisma,,produce_apples_pears,produce,drinks,drinks_beer_cider,high
4056,Hartwall Original Long Drink Pink Raspberry alkoholivaba 330 ml,Hartwall Original,330 ml,drinks,"Prisma, Selver",,produce_berries,produce,drinks,drinks_beer_cider,high
15991,"Hartwall Original Long Drink Pink Raspberry muu alkohoolne jook 5,5%vol 24x330 ml",Hartwall Original,24x330 ml,drinks,Prisma,,produce_berries,produce,drinks,drinks_beer_cider,high
2337,"Hartwall Original Long Drink Pink Raspberry muu alkohoolne jook 5,5%vol 330 ml",Hartwall Original,330 ml,drinks,Prisma,,produce_berries,produce,drinks,drinks_beer_cider,high
1951,Hartwall Original Long Drink Strong 330ml,Hartwall Original,330 ml,drinks,"Coop, Prisma, Selver",,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
4446,"Hartwall Original Long Drink Strong 7,5%vol 440ml",Hartwall Original,440 ml,drinks,"Coop, Prisma",,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
42020,"Hartwall Original Long Drink Strong Cranberry muu alkohoolne jook 7,5%vol 330 ml",Hartwall Original,330 ml,drinks,Prisma,,produce_berries,produce,drinks,drinks_beer_cider,high
3082,Hoggys gin long drink 500ml,Hoggys,500 ml,drinks,"Coop, Prisma, Selver",,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
123772,Hoggys gin long drink grapefr&u 500ml,Hoggys,500 ml,drinks,"Coop, Prisma, Selver",,produce_tropical,produce,drinks,drinks_beer_cider,high
16105,Juuksegeel Got2b Glued Water Res 150 ml,Juuksegeel Got2b,150 ml,drinks,Prisma,,dry_other,other,personal_care,pcare_other,fallback
17472,Koff Long Drink Grapefruit alkoholivaba 330ml,Koff Long,330 ml,drinks,"Coop, Prisma",,produce_tropical,produce,drinks,drinks_beer_cider,high
41253,"Koff Long Drink Grapefruit muu alkohoolne jook 5,5%vol 500 ml",Koff Long,500 ml,drinks,"Coop, Prisma, Rimi",,produce_tropical,produce,drinks,drinks_beer_cider,high
34047,Koff Long Drink Juiced Grapefruit muu alkohoolne jook 5%vol 330 ml,Koff Long,330 ml,drinks,"Prisma, Rimi, Selver",,produce_tropical,produce,drinks,drinks_beer_cider,high
21861,"Koff Long Drink Mango 5,5%vol 330ml",Koff Long,330 ml,drinks,"Coop, Prisma, Selver",,produce_tropical,produce,drinks,drinks_beer_cider,high
15424,Koff long drink pink grapefruit 330ml,Koff,330 ml,drinks,"Coop, Prisma",,produce_tropical,produce,drinks,drinks_beer_cider,high
3277,Koff Long Drink Strong Grapefruit muu alkohoolne jook 8%vol 330ml,Koff Long,330 ml,drinks,Prisma,,produce_tropical,produce,drinks,drinks_beer_cider,high
13715,Koff Long Drink Strong Raspberry muu alkohoolne jook 8%vol 330 ml,Koff Long,330 ml,drinks,"Coop, Prisma",,produce_berries,produce,drinks,drinks_beer_cider,high
41418,"Koff Long Drink Twist 5,5%vol 500ml",Koff Long,500 ml,drinks,"Coop, Prisma",,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
39940,Koskenkorva Long Drink Bitter Lemon muu alkohoolne jook 5%vol 330 ml,Koskenkorva Long,330 ml,drinks,"Prisma, Rimi",,produce_tropical,produce,drinks,drinks_beer_cider,high
38285,Koskenkorva Long Drink Ginger Ale muu alkohoolne jook 5%vol 330 ml,Koskenkorva Long,330 ml,drinks,Prisma,,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
27165,Koskenkorva Long Drink Red muu alkohoolne jook 5%vol 330 ml,Koskenkorva Long,330 ml,drinks,Prisma,,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
398723,Kyrö Gin Long Drink Cranbe&emary muu alkohoolne jook 5%vol 330 ml,Kyrö Gin,330 ml,drinks,Prisma,,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
538498,Kyrö Gin Long Drink Ginger muu alkohoolne jook 5%vol 330 ml,Kyrö Gin,330 ml,drinks,Prisma,,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
3419,Leader perf sports drink citrus 560g,Leader,560 g,drinks,Prisma,,drinks_wine,drinks,drinks,drinks_sport,high
43756,Lindeman's Winemakers Release Shiraz Cabernet Sauvignon GT vein 13%vol 750ml,Lindeman's Winemakers,750 ml,drinks,"Prisma, Selver",,drinks_wine,drinks,drinks,drinks_wine,high
4267,Monster juiced mango loco energiajook 500ml,Monster,500 ml,drinks,"Prisma, Rimi, Selver",,produce_tropical,produce,drinks,drinks_energy,high
53266,"Mysoda siirup õun-pirn, suhkruvaba 500 ml",Mysoda,500 ml,drinks,Prisma,,produce_apples_pears,produce,drinks,drinks_syrups_powders,high
54506,"Mysoda siirup Vaarikas, suhkruvaba 500ml",Mysoda,500 ml,drinks,Prisma,,produce_berries,produce,drinks,drinks_syrups_powders,high
4853,Orbit Watermelon närimiskummid 14 g,Orbit Watermelon,14 g,drinks,Prisma,,produce_tropical,produce,sweets_snacks,sweets_gums_mints,high
2650,Pesuäädikas Mayeri Rhubarb ja Apple+Mint herbal water 500ml,Pesuäädikas Mayeri,500 ml,drinks,Prisma,,produce_apples_pears,produce,drinks,drinks_water,high
15422,Pesukaitse discreet waterlily 100tk,Pesukaitse,,drinks,Prisma,,hh_other,household,personal_care,pcare_feminine_hygiene,heuristic
29962,Rainbow Blue Water wc-värskendaja 40 g,Rainbow Blue,40 g,drinks,Prisma,,dry_other,other,household,hh_candles_airfresh,fallback
79894,"Robertson Winery Natural Sweet Rose 7,5%vol 750ml",Robertson Winery,750 ml,drinks,"Barbora, Maxima, Prisma",,drinks_wine,drinks,drinks,drinks_wine,high
39393,Simply 0 Red wine alkoholivaba vein 750ml,Simply,750 ml,drinks,Prisma,,drinks_wine,drinks,drinks,drinks_wine,high
38532,Sinebrychoff long drink cranberry 500ml,Sinebrychoff,500 ml,drinks,"Coop, Prisma, Selver",,produce_berries,produce,drinks,drinks_beer_cider,high
38755,"Sinebrychoff Long Drink Cranberry muu alkohoolne jook 5,5%vol 1,5l",Sinebrychoff Long,1.5 l,drinks,"Coop, Prisma, Rimi, Selver",,produce_berries,produce,drinks,drinks_beer_cider,high
1198,Sinebrychoff long drink grapefruit 330ml,Sinebrychoff,330 ml,drinks,"Coop, Prisma",,produce_tropical,produce,drinks,drinks_beer_cider,high
3344,Sinebrychoff long drink grapefruit 500ml purk,Sinebrychoff,500 ml,drinks,"Coop, Prisma, Selver",,produce_tropical,produce,drinks,drinks_beer_cider,high
3765,"Sinebrychoff long drink grapefruit 5,5%vol muu alkohoolne jook 1,5L",Sinebrychoff,1.5 l,drinks,"Coop, Prisma, Rimi, Selver",,produce_tropical,produce,drinks,drinks_beer_cider,high
42704,"Sinebrychoff Long Drink ma&t muu alkohoolne jook 5,5%vol 500ml",Sinebrychoff Long,500 ml,drinks,"Coop, Prisma, Selver",,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
3330,Sinerbychoff long drink grapefruit 500ml,Sinerbychoff,500 ml,drinks,"Coop, Prisma, Selver",,produce_tropical,produce,drinks,drinks_beer_cider,high
40954,Sire de Beaupre demi sec sparkling wine vahuvein750ml,Sire,,drinks,Prisma,,drinks_wine,drinks,drinks,drinks_wine,high
52886,Sodastream Pepsi Max Lime siirup 440 ml,Sodastream Pepsi,440 ml,drinks,Prisma,,produce_tropical,produce,drinks,drinks_syrups_powders,high
58001,Sodastream Pepsi siirup 440 ml,Sodastream Pepsi,440 ml,drinks,Prisma,,drinks_syrups_powders,drinks,drinks,drinks_syrups_powders,high
161513,Softlan loputusvahend water lily 650ml,Softlan,650 ml,drinks,Prisma,,hh_laundry,household,household,hh_laundry,high
11279,"Somerdale Enjoy Me With White Wine ekstra küps cheddar, 200 g",Somerdale Enjoy,200 g,drinks,Prisma,,dairy_cheese_slices,dairy_eggs_fats,dairy_eggs_fats,dairy_cheese_slices,high
40901,Somersby Watermelon siider 500ml,Somersby Watermelon,500 ml,drinks,"Prisma, Rimi",,produce_tropical,produce,drinks,drinks_beer_cider,high
15803,"Synebrychoff long drink ma&t 5,5%vol muu alkohoolne jook 1 ,5l",Synebrychoff,5 l,drinks,Prisma,,drinks_beer_cider,drinks,drinks,drinks_beer_cider,high
47346,Üldpuhastusvahend Grapefru&me + Mint herbal water 500ml,Üldpuhastusvahend Grapefru&me,500 ml,drinks,Prisma,,produce_tropical,produce,household,hh_cleaners,high
